size1,size3, size3, timestamp,
18, , ,1557471676,
, , ,1557471677,
,17,18,1557471677,
20, , ,1557471678,
, , ,1557471679,
,17,18,1557471679,
18, , ,1557471680,
, , ,1557471681,
,17,17,1557471681,
18, , ,1557471682,
, , ,1557471683,
,17,17,1557471683,
19, , ,1557471684,
, , ,1557471685,
,17,17,1557471685,
18, , ,1557471686,
, , ,1557471687,
,18,17,1557471688,
24, , ,1557471688,
, , ,1557471689,
,17,17,1557471690,
19, , ,1557471690,
, , ,1557471691,
,17,17,1557471692,
18, , ,1557471692,
, , ,1557471693,
,17,18,1557471694,
17, , ,1557471694,
, , ,1557471695,
,17,17,1557471696,
18, , ,1557471696,
, , ,1557471697,
,18,17,1557471698,
18, , ,1557471698,
, , ,1557471699,
,18,17,1557471700,
18, , ,1557471701,
, , ,1557471701,
,17,16,1557471702,
18, , ,1557471703,
, , ,1557471704,
,19,17,1557471704,
18, , ,1557471705,
, , ,1557471706,
,17,16,1557471706,
18, , ,1557471707,
, , ,1557471708,
,17,17,1557471708,
18, , ,1557471709,
, , ,1557471710,
,17,17,1557471710,
18, , ,1557471711,
, , ,1557471712,
,17,18,1557471712,
20, , ,1557471713,
, , ,1557471714,
,19,17,1557471714,
18, , ,1557471715,
, , ,1557471716,
,18,17,1557471716,
18, , ,1557471717,
, , ,1557471718,
,17,17,1557471718,
18, , ,1557471719,
, , ,1557471720,
,17,17,1557471720,
18, , ,1557471721,
, , ,1557471722,
,17,17,1557471722,
18, , ,1557471723,
, , ,1557471724,
,18,17,1557471725,
18, , ,1557471725,
, , ,1557471726,
,17,18,1557471727,
20, , ,1557471727,
, , ,1557471728,
,18,18,1557471729,
19, , ,1557471729,
, , ,1557471730,
,21,18,1557471731,
18, , ,1557471732,
, , ,1557471732,
,17,18,1557471733,
20, , ,1557471733,
, , ,1557471734,
,18,17,1557471735,
18, , ,1557471735,
, , ,1557471736,
,17,17,1557471737,
18, , ,1557471737,
, , ,1557471738,
,17,17,1557471739,
18, , ,1557471740,
, , ,1557471740,
,17,17,1557471741,
18, , ,1557471742,
, , ,1557471743,
,17,17,1557471743,
19, , ,1557471744,
, , ,1557471745,
,17,17,1557471745,
19, , ,1557471746,
, , ,1557471747,
,17,18,1557471747,
19, , ,1557471748,
, , ,1557471749,
,18,18,1557471749,
18, , ,1557471750,
, , ,1557471751,
,17,17,1557471751,
18, , ,1557471752,
, , ,1557471753,
,17,17,1557471753,
19, , ,1557471754,
, , ,1557471755,
,17,17,1557471755,
18, , ,1557471756,
, , ,1557471757,
,17,21,1557471757,
19, , ,1557471758,
, , ,1557471759,
,19,17,1557471759,
19, , ,1557471760,
, , ,1557471761,
,17,18,1557471762,
18, , ,1557471762,
, , ,1557471763,
,18,17,1557471764,
18, , ,1557471764,
, , ,1557471765,
,17,17,1557471766,
18, , ,1557471766,
, , ,1557471767,
,18,17,1557471768,
18, , ,1557471768,
, , ,1557471769,
,17,18,1557471770,
18, , ,1557471770,
, , ,1557471771,
,18,18,1557471772,
19, , ,1557471772,
, , ,1557471773,
,22,17,1557471774,
18, , ,1557471775,
, , ,1557471775,
,18,18,1557471776,
18, , ,1557471777,
, , ,1557471777,
,19,16,1557471778,
22, ,18,1557471801,
, , ,1557471801,
, , ,1557471802,
,17,21,1557471803,
18, , ,1557471803,
, , ,1557471804,
,17,18,1557471805,
19, , ,1557471805,
, , ,1557471806,
,17,18,1557471807,
18, , ,1557471807,
, , ,1557471808,
,17,18,1557471809,
18, , ,1557471809,
, , ,1557471810,
,17,17,1557471811,
19, , ,1557471811,
, , ,1557471812,
,17,17,1557471813,
20, , ,1557471813,
, , ,1557471814,
,17,17,1557471815,
18, , ,1557471816,
, , ,1557471816,
,17,17,1557471817,
18, , ,1557471818,
, , ,1557471818,
,17,17,1557471819,
18, , ,1557471820,
, , ,1557471821,
,17,19,1557471821,
18, , ,1557471822,
, , ,1557471823,
,18,17,1557471823,
19, , ,1557471824,
, , ,1557471825,
,17,17,1557471825,
18, , ,1557471826,
, , ,1557471827,
,18,17,1557471827,
18, , ,1557471828,
, , ,1557471829,
,19,17,1557471829,
20, , ,1557471830,
, , ,1557471831,
,17,17,1557471831,
19, , ,1557471832,
, , ,1557471833,
,17,17,1557471833,
17, , ,1557471834,
, , ,1557471835,
,17,17,1557471835,
18, , ,1557471836,
, , ,1557471837,
,17,17,1557471837,
18, , ,1557471838,
, , ,1557471839,
,17,20,1557471840,
20, , ,1557471840,
, , ,1557471841,
,18,18,1557471842,
18, , ,1557471842,
, , ,1557471843,
,18,18,1557471844,
18, , ,1557471844,
, , ,1557471845,
,17,18,1557471846,
18, , ,1557471846,
, , ,1557471847,
,17,19,1557471848,
21, , ,1557471848,
, , ,1557471849,
,18,19,1557471850,
21, , ,1557471850,
, , ,1557471851,
,17,18,1557471852,
21, , ,1557471853,
, , ,1557471853,
,19,17,1557471854,
19, , ,1557471855,
, , ,1557471855,
,19,18,1557471856,
18, , ,1557471857,
, , ,1557471858,
,18,18,1557471858,
19, , ,1557471859,
, , ,1557471860,
,18,18,1557471860,
19, , ,1557471861,
, , ,1557471862,
,17,17,1557471862,
18, , ,1557471863,
, , ,1557471864,
,20,17,1557471864,
18, , ,1557471865,
, , ,1557471866,
,18,17,1557471866,
18, , ,1557471867,
, , ,1557471868,
,20,18,1557471868,
18, , ,1557471869,
, , ,1557471870,
,17,17,1557471870,
22, , ,1557471871,
, , ,1557471872,
,17,18,1557471872,
18, , ,1557471873,
, , ,1557471874,
,17,17,1557471874,
18, , ,1557471875,
, , ,1557471876,
,18, ,1557471877,
20, ,18,1557471879,
,18, ,1557471879,
, ,17,1557471881,
,19, ,1557471882,
,18,18,1557471883,
18, , ,1557471883,
,, ,1557471884,
,18,17,1557471885,
18, , ,1557471885,
, , ,1557471886,
,17,17,1557471887,
18, , ,1557471887,
, , ,1557471888,
,18,17,1557471889,
19, , ,1557471889,
, , ,1557471890,
,17,18,1557471891,
18, , ,1557471892,
, , ,1557471892,
,17,17,1557471893,
18, , ,1557471894,
, , ,1557471894,
,17,18,1557471895,
18, , ,1557471896,
, , ,1557471897,
,17,17,1557471897,
18, , ,1557471898,
, , ,1557471899,
,17,17,1557471899,
18, , ,1557471900,
, , ,1557471901,
,17,17,1557471901,
18, , ,1557471902,
, , ,1557471903,
,17,17,1557471903,
18, , ,1557471904,
, , ,1557471905,
,17,22,1557471905,
18, , ,1557471906,
, , ,1557471907,
,18,17,1557471907,
18, , ,1557471908,
, , ,1557471909,
,17,17,1557471909,
18, , ,1557471910,
,17, ,1557471912,
,18, ,1557471913,
,,18,1557471913,
18, , ,1557471914,
, , ,1557471915,
,17,18,1557471916,
18, , ,1557471916,
, , ,1557471917,
,17,18,1557471918,
18, , ,1557471918,
, , ,1557471952,
,17,18,1557471953,
19, , ,1557471953,
, , ,1557471954,
,17,18,1557471955,
18, , ,1557471955,
, , ,1557471956,
,18,17,1557471957,
17, , ,1557471957,
, , ,1557471958,
,18,18,1557471959,
18, , ,1557471959,
, , ,1557471960,
,18,17,1557471961,
17, , ,1557471961,
, , ,1557471962,
,17,17,1557471963,
19, , ,1557471963,
, , ,1557471964,
,17,17,1557471965,
18, , ,1557471965,
, , ,1557471966,
,17,17,1557471967,
18, , ,1557471968,
, , ,1557471968,
,17,17,1557471969,
18, , ,1557471970,
, , ,1557471970,
,17,17,1557471971,
17, , ,1557471972,
, , ,1557471972,
,18,17,1557471973,
19, , ,1557471974,
, , ,1557471975,
,17,18,1557471975,
18, , ,1557471976,
, , ,1557471977,
,17,17,1557471977,
19, , ,1557471978,
, , ,1557471979,
,18,18,1557471979,
18, , ,1557471980,
, , ,1557471981,
,18,23,1557471981,
18, , ,1557471982,
, , ,1557471983,
,16,19,1557471983,
17, , ,1557471984,
, , ,1557471985,
,17,17,1557471985,
18, , ,1557471986,
, , ,1557471987,
,17,17,1557471987,
18, , ,1557471988,
, , ,1557471989,
,17,17,1557471989,
18, , ,1557471990,
, , ,1557471991,
,19,18,1557471992,
19, , ,1557471992,
, , ,1557471993,
,18,19,1557471994,
22, , ,1557471994,
, , ,1557471995,
,17,19,1557471996,
20, , ,1557471996,
, , ,1557471997,
,19,19,1557471998,
19, , ,1557471998,
, , ,1557471999,
,19,19,1557472000,
18, , ,1557472000,
, , ,1557472001,
,18,19,1557472002,
21, , ,1557472002,
, , ,1557472003,
,19,17,1557472004,
18, , ,1557472005,
, , ,1557472005,
,18,18,1557472006,
18, , ,1557472007,
, , ,1557472008,
,18,17,1557472008,
21, , ,1557472009,
, , ,1557472010,
,17,18,1557472010,
22, , ,1557472011,
, , ,1557472012,
,17,18,1557472012,
18, , ,1557472013,
, , ,1557472014,
,17,19,1557472014,
18, , ,1557472015,
, , ,1557472016,
,17,18,1557472016,
18, , ,1557472017,
, , ,1557472018,
,18,18,1557472018,
18, , ,1557472019,
, , ,1557472020,
,18,18,1557472020,
18, , ,1557472021,
, , ,1557472022,
,18,17,1557472022,
18, , ,1557472023,
, , ,1557472024,
,17,18,1557472024,
18, , ,1557472025,
, , ,1557472026,
,17,18,1557472026,
18, , ,1557472027,
, , ,1557472028,
,18,18,1557472029,
18, , ,1557472029,
, , ,1557472030,
,17,18,1557472031,
18, , ,1557472031,
, , ,1557472032,
,19,17,1557472033,
20, , ,1557472033,
, , ,1557472034,
,18,18,1557472035,
18, , ,1557472035,
, , ,1557472036,
,18,17,1557472037,
18, , ,1557472037,
, , ,1557472038,
,18,19,1557472039,
18, , ,1557472039,
, , ,1557472040,
,19,19,1557472041,
19, , ,1557472042,
, , ,1557472042,
,18,18,1557472043,
18, , ,1557472044,
, , ,1557472044,
,19,18,1557472045,
18, , ,1557472046,
, , ,1557472046,
,21,18,1557472047,
18, , ,1557472048,
, , ,1557472048,
,21,17,1557472049,
19, , ,1557472050,
, , ,1557472051,
,17,17,1557472051,
26, , ,1557472052,
, , ,1557472053,
,17,18,1557472053,
20, , ,1557472054,
, , ,1557472055,
,17,18,1557472055,
18, , ,1557472056,
, , ,1557472057,
,18,17,1557472057,
17, , ,1557472058,
, , ,1557472059,
,18,17,1557472059,
19, , ,1557472060,
, , ,1557472061,
,18,17,1557472061,
18, , ,1557472062,
, , ,1557472063,
,18,18,1557472063,
18, , ,1557472064,
, , ,1557472065,
,17,18,1557472066,
18, , ,1557472066,
, , ,1557472067,
,18,18,1557472068,
18, , ,1557472068,
, , ,1557472091,
,18, ,1557472092,
,18,18,1557472092,
18, , ,1557472093,
, , ,1557472094,
,18,18,1557472094,
18, , ,1557472095,
, , ,1557472096,
,18,19,1557472096,
25, , ,1557472097,
, , ,1557472098,
,17,18,1557472098,
22, , ,1557472099,
, , ,1557472100,
,18,17,1557472100,
19, , ,1557472101,
, , ,1557472102,
,18,18,1557472102,
19, , ,1557472103,
, , ,1557472104,
,19,17,1557472105,
19, , ,1557472105,
, , ,1557472106,
,19,18,1557472107,
18, , ,1557472107,
, , ,1557472108,
,19,19,1557472109,
19, , ,1557472109,
, , ,1557472110,
,18,18,1557472111,
19, , ,1557472111,
, , ,1557472112,
,18,25,1557472113,
19, , ,1557472113,
, , ,1557472114,
,19,19,1557472115,
20, , ,1557472115,
, , ,1557472116,
,18,19,1557472117,
22, , ,1557472117,
, , ,1557472118,
,18,20,1557472119,
22, , ,1557472120,
, , ,1557472120,
,19,18,1557472121,
20, , ,1557472122,
, , ,1557472122,
,19,20,1557472123,
23, , ,1557472124,
, , ,1557472124,
,18,21,1557472125,
19, , ,1557472126,
, , ,1557472127,
,19,19,1557472127,
19, , ,1557472128,
, , ,1557472129,
,20,19,1557472129,
19, , ,1557472130,
, , ,1557472131,
,18,18,1557472131,
18, , ,1557472132,
, , ,1557472133,
,26,18,1557472133,
18, , ,1557472134,
, , ,1557472135,
,17,18,1557472135,
18, , ,1557472136,
, , ,1557472137,
,18,18,1557472137,
18, , ,1557472138,
, , ,1557472139,
,19,18,1557472139,
18, , ,1557472140,
, , ,1557472141,
,17,17,1557472142,
17, , ,1557472142,
, , ,1557472143,
,17,18,1557472144,
18, , ,1557472144,
, , ,1557472145,
,17,17,1557472146,
18, , ,1557472146,
, , ,1557472147,
,17,18,1557472148,
19, , ,1557472148,
, , ,1557472149,
,18,17,1557472150,
18, , ,1557472150,
, , ,1557472151,
,17,18,1557472152,
19, , ,1557472152,
, , ,1557472153,
,17,18,1557472154,
18, , ,1557472154,
, , ,1557472155,
,17,18,1557472156,
18, , ,1557472157,
, , ,1557472157,
,18,18,1557472158,
18, , ,1557472159,
, , ,1557472159,
,18,18,1557472160,
18, , ,1557472161,
, , ,1557472161,
,19,17,1557472162,
20, , ,1557472163,
, , ,1557472163,
,18,19,1557472164,
18, , ,1557472165,
, , ,1557472165,
,18,18,1557472166,
18, , ,1557472167,
, , ,1557472168,
,18,18,1557472168,
18, , ,1557472169,
, , ,1557472170,
,17,21,1557472170,
17, , ,1557472171,
, , ,1557472172,
,18,18,1557472172,
18, , ,1557472173,
, , ,1557472174,
,17,18,1557472174,
18, , ,1557472175,
, , ,1557472176,
,22,18,1557472176,
19, , ,1557472177,
, , ,1557472178,
,19,19,1557472178,
19, , ,1557472179,
, , ,1557472180,
,23,19,1557472181,
19, , ,1557472181,
, , ,1557472182,
,22,19,1557472183,
21, , ,1557472183,
, , ,1557472184,
,21,19,1557472185,
19, , ,1557472185,
, , ,1557472186,
,19,19,1557472187,
19, , ,1557472187,
, , ,1557472188,
,20,19,1557472189,
19, , ,1557472189,
, , ,1557472190,
,19,21,1557472191,
18, , ,1557472191,
, , ,1557472192,
,19,22,1557472193,
19, , ,1557472194,
, , ,1557472194,
,20,22,1557472195,
18, , ,1557472196,
, , ,1557472196,
,20,23,1557472197,
18, , ,1557472198,
, , ,1557472198,
,20,22,1557472199,
18, , ,1557472200,
, , ,1557472200,
,20,23,1557472201,
18, , ,1557472202,
, , ,1557472202,
,20,22,1557472203,
19, , ,1557472204,
, , ,1557472205,
,25,27,1557472205,
20, , ,1557472206,
, , ,1557472207,
,27,35,1557472207,
22, , ,1557472208,
, , ,1557472209,
,28,31,1557472209,
22, , ,1557472210,
, , ,1557472211,
,27,30,1557472211,
22, , ,1557472212,
, , ,1557472213,
,29,31,1557472213,
22, ,31,1557472236,
, , ,1557472237,
, , ,1557472237,
,26,29,1557472238,
22, , ,1557472239,
, , ,1557472239,
,27,30,1557472240,
21, , ,1557472241,
, , ,1557472241,
,27,29,1557472242,
22, , ,1557472243,
, , ,1557472244,
,27,30,1557472244,
21, , ,1557472245,
, , ,1557472246,
,27,30,1557472246,
22, , ,1557472247,
, , ,1557472248,
,27,31,1557472248,
21, , ,1557472249,
, , ,1557472250,
,27,30,1557472250,
21, , ,1557472251,
, , ,1557472252,
,27,30,1557472252,
21, , ,1557472253,
, , ,1557472254,
,28,30,1557472255,
22, , ,1557472255,
, , ,1557472256,
,27,28,1557472257,
22, , ,1557472257,
, , ,1557472258,
,27,22,1557472259,
20, , ,1557472259,
, , ,1557472260,
,22,23,1557472261,
19, , ,1557472261,
, , ,1557472262,
,19,20,1557472263,
18, , ,1557472263,
, , ,1557472264,
,18,22,1557472265,
19, , ,1557472265,
, , ,1557472266,
,18,21,1557472267,
18, , ,1557472267,
, , ,1557472268,
,19,19,1557472269,
18, , ,1557472269,
, , ,1557472270,
,18,18,1557472271,
18, , ,1557472272,
, , ,1557472272,
,19,17,1557472273,
19, , ,1557472274,
, , ,1557472274,
,17,17,1557472275,
18, , ,1557472276,
, , ,1557472276,
,16,17,1557472277,
18, , ,1557472278,
, , ,1557472278,
,17,17,1557472279,
18, , ,1557472280,
, , ,1557472281,
,17,17,1557472281,
21, , ,1557472282,
, , ,1557472283,
,17,16,1557472283,
21, , ,1557472284,
, , ,1557472285,
,17,17,1557472285,
18, , ,1557472286,
, , ,1557472287,
,17,18,1557472287,
18, , ,1557472288,
, , ,1557472289,
,18,17,1557472289,
18, , ,1557472290,
, , ,1557472291,
,17,17,1557472291,
18, , ,1557472292,
, , ,1557472293,
,17,18,1557472294,
18, , ,1557472294,
, , ,1557472295,
,17,17,1557472296,
18, , ,1557472296,
, , ,1557472297,
,17,18,1557472298,
18, , ,1557472298,
, , ,1557472299,
,16,18,1557472300,
18, , ,1557472300,
, , ,1557472301,
,18,17,1557472302,
18, , ,1557472302,
, , ,1557472303,
,18,17,1557472304,
18, , ,1557472304,
, , ,1557472305,
,17,17,1557472306,
18, , ,1557472306,
, , ,1557472307,
,17,17,1557472308,
18, , ,1557472309,
, , ,1557472309,
,17,18,1557472310,
18, , ,1557472311,
, , ,1557472311,
,17,17,1557472312,
18, , ,1557472313,
, , ,1557472313,
,21,20,1557472314,
18, , ,1557472315,
, , ,1557472315,
,22,18,1557472316,
18, , ,1557472317,
, , ,1557472317,
,17,19,1557472318,
18, , ,1557472319,
, , ,1557472319,
,18,19,1557472320,
18, , ,1557472321,
, , ,1557472322,
,17,18,1557472322,
19, , ,1557472323,
, , ,1557472324,
,18,18,1557472324,
24, , ,1557472325,
, , ,1557472326,
,17,18,1557472326,
18, , ,1557472327,
, , ,1557472328,
,19,18,1557472328,
22, , ,1557472329,
, , ,1557472330,
,16,17,1557472330,
18, , ,1557472331,
, , ,1557472332,
,16,16,1557472333,
18, , ,1557472333,
, , ,1557472334,
,18,17,1557472335,
18, , ,1557472335,
, , ,1557472336,
,17,17,1557472337,
18, , ,1557472337,
, , ,1557472338,
,17,17,1557472339,
18, , ,1557472339,
, , ,1557472340,
,17,17,1557472341,
18, , ,1557472341,
, , ,1557472342,
,17,17,1557472343,
18, , ,1557472343,
, , ,1557472344,
,17,17,1557472345,
17, , ,1557472345,
, , ,1557472346,
,17,17,1557472347,
18, , ,1557472348,
, , ,1557472348,
,17,17,1557472349,
18, , ,1557472350,
, , ,1557472350,
,17,17,1557472351,
17, , ,1557472352,
, , ,1557472352,
,16,17,1557472353,
17, , ,1557472354,
, , ,1557472354,
,17,17,1557472355,
18, , ,1557472356,
, , ,1557472356,
,16,17,1557472357,
18, , ,1557472381,
, ,17,1557472382,
19, , ,1557472382,
, , ,1557472383,
,17,19,1557472384,
19, , ,1557472385,
, , ,1557472385,
,17,17,1557472386,
21, , ,1557472387,
, , ,1557472387,
,17,17,1557472388,
19, , ,1557472389,
, , ,1557472389,
,17,17,1557472390,
18, , ,1557472391,
, , ,1557472391,
,18,16,1557472392,
22, , ,1557472393,
, , ,1557472393,
,19,17,1557472394,
19, , ,1557472395,
, , ,1557472395,
,18,17,1557472396,
18, , ,1557472397,
, , ,1557472398,
,18,17,1557472398,
18, , ,1557472399,
, , ,1557472400,
,17,17,1557472400,
18, , ,1557472401,
, , ,1557472402,
,17,17,1557472402,
18, , ,1557472403,
, , ,1557472404,
,16,17,1557472404,
18, , ,1557472405,
, , ,1557472406,
,17,17,1557472406,
18, , ,1557472407,
, , ,1557472408,
,19,22,1557472409,
20, , ,1557472409,
, , ,1557472410,
,17,20,1557472411,
19, , ,1557472411,
, , ,1557472412,
,16,17,1557472413,
18, , ,1557472413,
, , ,1557472414,
,16,17,1557472415,
20, , ,1557472415,
, , ,1557472416,
,17,17,1557472417,
20, , ,1557472417,
, , ,1557472418,
,17,17,1557472419,
18, , ,1557472419,
, , ,1557472420,
,20,17,1557472421,
19, , ,1557472422,
, , ,1557472422,
,17,18,1557472423,
19, , ,1557472424,
, , ,1557472424,
,18,17,1557472425,
18, , ,1557472426,
, , ,1557472426,
,18,16,1557472427,
18, , ,1557472428,
, , ,1557472428,
,17,17,1557472429,
18, , ,1557472430,
, , ,1557472430,
,17,17,1557472431,
18, , ,1557472432,
, , ,1557472432,
,17,17,1557472433,
18, , ,1557472434,
, , ,1557472434,
,16,17,1557472435,
18, , ,1557472436,
, , ,1557472437,
,17,17,1557472437,
18, , ,1557472438,
, , ,1557472439,
,16,17,1557472439,
17, , ,1557472440,
, , ,1557472441,
,17,17,1557472441,
19, , ,1557472442,
, , ,1557472443,
,18,17,1557472443,
18, , ,1557472444,
, , ,1557472445,
,18,17,1557472446,
18, , ,1557472446,
, , ,1557472447,
,18,17,1557472448,
18, , ,1557472448,
, , ,1557472449,
,17,17,1557472450,
19, , ,1557472450,
, , ,1557472451,
,17,22,1557472452,
18, , ,1557472452,
, , ,1557472453,
,21,17,1557472454,
18, , ,1557472454,
, , ,1557472455,
,17,17,1557472456,
19, , ,1557472456,
, , ,1557472457,
,17,17,1557472458,
18, , ,1557472458,
, , ,1557472459,
,17,17,1557472460,
18, , ,1557472460,
, , ,1557472461,
,17,17,1557472462,
18, , ,1557472463,
, , ,1557472463,
,17,17,1557472464,
18, , ,1557472465,
, , ,1557472465,
,17,17,1557472466,
18, , ,1557472467,
, , ,1557472467,
,17,17,1557472468,
19, , ,1557472469,
, , ,1557472469,
,17,16,1557472470,
18, , ,1557472471,
, , ,1557472471,
,16,17,1557472472,
19, , ,1557472473,
, , ,1557472474,
,17,18,1557472474,
19, , ,1557472475,
, , ,1557472476,
,18,18,1557472476,
20, , ,1557472477,
, , ,1557472478,
,17,18,1557472478,
20, , ,1557472479,
, , ,1557472480,
,18,17,1557472480,
19, , ,1557472481,
, , ,1557472482,
,18,17,1557472482,
20, , ,1557472483,
, , ,1557472484,
,20,17,1557472485,
18, , ,1557472485,
, , ,1557472486,
,17,17,1557472487,
18, , ,1557472487,
, , ,1557472488,
,16,17,1557472489,
18, , ,1557472489,
, , ,1557472490,
,17,17,1557472491,
18, , ,1557472491,
, , ,1557472492,
,19,17,1557472493,
18, , ,1557472493,
, , ,1557472494,
,17,17,1557472495,
20, , ,1557472495,
, , ,1557472496,
,17,17,1557472497,
17, , ,1557472497,
, , ,1557472498,
,17,17,1557472499,
18, , ,1557472500,
, , ,1557472500,
,17,17,1557472501,
18, , ,1557472502,
, , ,1557472502,
,17,17,1557472503,
20, ,17,1557472526,
, , ,1557472526,
, , ,1557472527,
,17,17,1557472528,
17, , ,1557472528,
, , ,1557472529,
,17,16,1557472530,
19, , ,1557472530,
, , ,1557472531,
,17,17,1557472532,
18, , ,1557472532,
, , ,1557472533,
,17,17,1557472534,
18, , ,1557472534,
, , ,1557472535,
,22,17,1557472536,
18, , ,1557472537,
, , ,1557472537,
,22,17,1557472538,
18, , ,1557472539,
, , ,1557472539,
,18,17,1557472540,
18, , ,1557472541,
, , ,1557472541,
,17,16,1557472542,
19, , ,1557472543,
, , ,1557472543,
,18,17,1557472544,
18, , ,1557472545,
, , ,1557472545,
,17,17,1557472546,
19, , ,1557472547,
, , ,1557472547,
,17,17,1557472548,
18, , ,1557472549,
, , ,1557472549,
,17,17,1557472550,
18, , ,1557472551,
, , ,1557472552,
,17,20,1557472552,
19, , ,1557472553,
, , ,1557472554,
,19,17,1557472554,
18, , ,1557472555,
, , ,1557472556,
,17,17,1557472556,
18, , ,1557472557,
, , ,1557472558,
,17,17,1557472558,
18, , ,1557472559,
, , ,1557472560,
,16,19,1557472561,
18, , ,1557472561,
, , ,1557472562,
,17,20,1557472563,
19, , ,1557472563,
, , ,1557472564,
,17,17,1557472565,
18, , ,1557472565,
, , ,1557472566,
,16,17,1557472567,
19, , ,1557472567,
, , ,1557472568,
,17,17,1557472569,
17, , ,1557472569,
, , ,1557472570,
,17,18,1557472571,
18, , ,1557472571,
, , ,1557472572,
,17,16,1557472573,
19, , ,1557472573,
, , ,1557472574,
,17,17,1557472575,
18, , ,1557472576,
, , ,1557472576,
,17,18,1557472577,
18, , ,1557472578,
, , ,1557472578,
,17,17,1557472579,
18, , ,1557472580,
, , ,1557472580,
,17,16,1557472581,
18, , ,1557472582,
, , ,1557472582,
,17,17,1557472583,
18, , ,1557472584,
, , ,1557472584,
,17,17,1557472585,
17, , ,1557472586,
, ,17,1557472587,
,17, ,1557472586,
, , ,1557472588,
19, , ,1557472588,
,17,17,1557472589,
18, , ,1557472590,
, , ,1557472591,
,17,17,1557472591,
18, , ,1557472592,
, , ,1557472593,
,16,17,1557472593,
19, , ,1557472594,
, , ,1557472595,
,17,17,1557472595,
19, , ,1557472596,
, , ,1557472597,
,17,17,1557472598,
24, , ,1557472598,
, , ,1557472599,
,17,17,1557472600,
19, , ,1557472600,
, , ,1557472601,
,17,17,1557472602,
18, , ,1557472602,
, , ,1557472603,
,17,17,1557472604,
20, , ,1557472604,
, , ,1557472605,
,17,17,1557472606,
18, , ,1557472606,
, , ,1557472607,
,17,17,1557472608,
17, , ,1557472608,
, , ,1557472609,
,17,17,1557472610,
19, , ,1557472610,
, , ,1557472611,
,17,17,1557472612,
19, , ,1557472612,
, , ,1557472613,
,17,17,1557472614,
19, , ,1557472615,
, , ,1557472615,
,17,17,1557472616,
18, , ,1557472617,
, , ,1557472617,
,17,17,1557472618,
18, , ,1557472619,
, , ,1557472619,
,16,17,1557472620,
18, , ,1557472621,
, , ,1557472621,
,17,17,1557472622,
18, , ,1557472623,
, , ,1557472623,
,17,17,1557472624,
18, , ,1557472625,
, , ,1557472625,
,18,17,1557472626,
18, , ,1557472627,
, , ,1557472628,
,17,17,1557472628,
18, , ,1557472629,
, , ,1557472630,
,17,18,1557472630,
18, , ,1557472631,
, , ,1557472632,
,19,17,1557472632,
18, , ,1557472633,
, , ,1557472634,
,18,17,1557472634,
18, , ,1557472635,
, , ,1557472636,
,16,17,1557472637,
18, , ,1557472637,
, , ,1557472638,
,17,17,1557472639,
19, , ,1557472639,
, , ,1557472640,
,17,17,1557472641,
18, , ,1557472641,
, , ,1557472642,
,17,17,1557472643,
18, , ,1557472643,
, , ,1557472644,
,17,17,1557472645,
23, , ,1557472645,
, , ,1557472669,
,17,20,1557472669,
21, , ,1557472670,
, , ,1557472671,
,26,19,1557472671,
19, , ,1557472672,
, , ,1557472673,
,31,22,1557472674,
25, , ,1557472674,
, , ,1557472675,
,26,17,1557472676,
18, , ,1557472676,
, , ,1557472677,
,17,17,1557472678,
18, , ,1557472678,
, , ,1557472679,
,18,17,1557472680,
18, , ,1557472680,
, , ,1557472681,
,18,17,1557472682,
18, , ,1557472682,
, , ,1557472683,
,16,18,1557472684,
18, , ,1557472684,
, , ,1557472685,
,18,17,1557472686,
18, , ,1557472686,
, , ,1557472687,
,17,17,1557472688,
18, , ,1557472688,
, , ,1557472689,
,16,17,1557472690,
21, , ,1557472691,
, , ,1557472691,
,17,17,1557472692,
18, , ,1557472693,
, , ,1557472693,
,18,17,1557472694,
18, , ,1557472695,
, , ,1557472695,
,17,29,1557472696,
19, , ,1557472697,
, , ,1557472697,
,31,23,1557472698,
20, , ,1557472699,
, , ,1557472699,
,20,21,1557472700,
19, , ,1557472701,
, , ,1557472701,
,18,18,1557472702,
18, , ,1557472703,
, , ,1557472703,
,17,17,1557472704,
19, , ,1557472705,
, , ,1557472706,
,18,17,1557472706,
18, , ,1557472707,
, , ,1557472708,
,17,17,1557472708,
18, , ,1557472709,
, , ,1557472710,
,20,17,1557472711,
18, , ,1557472711,
, , ,1557472712,
,17,17,1557472713,
18, , ,1557472713,
, , ,1557472714,
,17,17,1557472715,
18, , ,1557472715,
, , ,1557472716,
,17,17,1557472717,
17, , ,1557472717,
, , ,1557472718,
,17,17,1557472719,
18, , ,1557472719,
, , ,1557472720,
,19,17,1557472721,
18, , ,1557472721,
, , ,1557472722,
,19,17,1557472723,
19, , ,1557472723,
, , ,1557472724,
,16,17,1557472725,
18, , ,1557472725,
, , ,1557472726,
,17,17,1557472727,
18, , ,1557472728,
, , ,1557472728,
,17,21,1557472729,
19, , ,1557472730,
, , ,1557472730,
,18,23,1557472731,
19, , ,1557472732,
, , ,1557472732,
,27,18,1557472733,
21, , ,1557472734,
, , ,1557472734,
,17,17,1557472735,
19, , ,1557472736,
, , ,1557472736,
,17,17,1557472737,
18, , ,1557472738,
, , ,1557472738,
,17,17,1557472739,
22, , ,1557472740,
, , ,1557472740,
,18,22,1557472741,
21, , ,1557472742,
, , ,1557472742,
